time	frame	tag	msg
17:41:20.421	41334	probe.src	go=SFX30 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.422	41334	probe.src	go=SFX14 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.422	41334	probe.src	go=SFX19 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.425	41334	probe.src	go=SFX5 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.425	41334	probe.src	go=SFX9 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.427	41334	probe.src	go=SFX11 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.428	41334	probe.src	go=[Sound] clip=<null> playing=False loop=True vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.429	41334	probe.src	go=SFX16 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.430	41334	probe.src	go=SFX31 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.432	41334	probe.src	go=SFX20 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.433	41334	probe.src	go=SFX23 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.435	41334	probe.src	go=SFX24 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.437	41334	probe.src	go=SFX7 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.438	41334	probe.src	go=SFX13 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.440	41334	probe.src	go=SFX6 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.441	41334	probe.src	go=SFX12 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.442	41334	probe.src	go=SFX21 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.444	41334	probe.src	go=SFX10 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.445	41334	probe.src	go=SFX18 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.446	41334	probe.src	go=SFX26 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.448	41334	probe.src	go=SFX25 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.449	41334	probe.src	go=SFX3 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.451	41334	probe.src	go=SFX2 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.452	41334	probe.src	go=SFX27 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.454	41334	probe.src	go=SFX8 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.455	41334	probe.src	go=SFX17 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.457	41334	probe.src	go=SFX1 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.459	41334	probe.src	go=SFX22 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.461	41334	probe.src	go=SFX4 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.461	41334	probe.src	go=SFX29 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.463	41334	probe.src	go=[Sound] clip=gamestartup playing=True loop=True vol=0.60 time=36.79 muted=False spatial=0.00
17:41:20.463	41334	probe.src	go=SFX0 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:20.465	41334	probe.src	go=SFX28 clip=<null> playing=False loop=False vol=1.00 time=0.00 muted=False spatial=0.00
17:41:22.532	41796	probe	buttonCount=5
17:41:22.534	41796	probe.btn	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_FindServers label=Find Servers active=True interactable=True
17:41:22.535	41796	probe.btn	path=[UI]/Normal/MainMenuPanel(Clone)/Logo label= active=True interactable=True
17:41:22.535	41796	probe.btn	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_Options label=Options active=True interactable=True
17:41:22.536	41796	probe.btn	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_NewGame label=New Game active=True interactable=True
17:41:22.536	41796	probe.btn	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_Quit label=Quit active=True interactable=True
17:41:22.910	41906	driver.heartbeat	alive reads=83 t=188.5
17:41:24.490	42289	probe	uiTextCount=5
17:41:24.490	42289	probe.text	path=[UI]/Normal/MainMenuPanel(Clone)/Signature active=True value=by clover-engine
17:41:24.491	42289	probe.text	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_Quit active=True value=Quit
17:41:24.491	42289	probe.text	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_FindServers active=True value=Find Servers
17:41:24.492	42289	probe.text	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_NewGame active=True value=New Game
17:41:24.493	42289	probe.text	path=[UI]/Normal/MainMenuPanel(Clone)/Btn_Options active=True value=Options
17:41:26.676	42755	probe.cam	go=CsFpsCamera active=True enabled=False pos=0.00,0.00,0.00 rot=0.0,0.0,0.0 fov=58.7 rect=1920x1080
17:41:26.677	42755	probe.cam	go=Main Camera active=True enabled=True pos=0.00,0.00,-10.00 rot=0.0,0.0,0.0 fov=90.0 rect=1920x1080
17:41:27.918	43031	driver.heartbeat	alive reads=168 t=193.5
17:41:32.926	44038	driver.heartbeat	alive reads=262 t=198.5
17:41:37.927	44984	driver.heartbeat	alive reads=355 t=203.5
17:41:42.452	45988	driver.state	reload kv=2 poses=0
17:41:42.736	45988	click	clicked button Btn_Options interactable=True active=True
17:41:42.931	46018	driver.heartbeat	alive reads=444 t=208.5
17:41:47.934	46906	driver.heartbeat	alive reads=534 t=213.5
17:41:49.293	47106	driver.awake	Cs16Driver 已挂载（order -150）
17:41:49.301	47107	driver.heartbeat	alive reads=0 t=214.9
17:41:49.305	47107	driver.state	reload kv=2 poses=0
17:41:49.312	47107	click.fail	button NOT FOUND or inactive: Btn_Options (buttons=10)
17:41:54.305	48142	driver.heartbeat	alive reads=94 t=219.9
17:41:56.866	48489	probe	uiTextCount=15
17:41:56.866	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Title active=True value=Options
17:41:56.868	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Page_Audio/sfx label active=True value=Sound effects volume
17:41:56.868	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Cancel/Label active=True value=Cancel
17:41:56.869	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Apply/Label active=True value=Apply
17:41:56.870	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Keyboard/Label active=True value=Keyboard
17:41:56.871	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Page_Audio/suit label active=True value=HEV suit volume
17:41:56.871	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Multiplayer/Label active=True value=Multiplayer
17:41:56.872	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Mouse/Label active=True value=Mouse
17:41:56.873	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Advanced/Label active=True value=Advanced
17:41:56.874	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Video/Label active=True value=Video
17:41:56.874	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Audio/Label active=True value=Audio
17:41:56.874	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Page_Audio/MilesAudioLabel active=True value=* Miles sound system sucks
17:41:56.876	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Page_Audio/mp3 label active=True value=MP3 volume *
17:41:56.876	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Tab_Voice/Label active=True value=Voice
17:41:56.877	48489	probe.text	path=[UI]/Top/OptionsPanel(Clone)/Ok/Label active=True value=OK
17:41:59.305	49136	driver.heartbeat	alive reads=182 t=224.9
17:42:04.308	50492	driver.heartbeat	alive reads=278 t=229.9
17:42:08.986	51606	driver.state	reload kv=2 poses=0
17:42:08.991	51606	click	clicked button Cancel interactable=True active=True
17:42:08.993	51606	click.audio	go=[Sound] clip=gamestartup playing=True loop=True vol=0.60 time=85.069
17:42:08.994	51606	click.audio	go=SFX0 clip=menu_click playing=True loop=False vol=1.00 time=0.000
17:42:08.995	51606	click.audio.summary	sourcesWithClip=2 of 34
17:42:09.312	51675	driver.heartbeat	alive reads=374 t=234.9
17:42:14.315	53119	driver.heartbeat	alive reads=470 t=239.9
17:42:19.315	54610	driver.heartbeat	alive reads=567 t=244.9
17:42:24.317	56076	driver.heartbeat	alive reads=663 t=249.9
17:42:29.318	57484	driver.heartbeat	alive reads=759 t=254.9
17:42:34.318	58927	driver.heartbeat	alive reads=855 t=259.9
17:42:39.319	60196	driver.heartbeat	alive reads=950 t=264.9
17:42:44.319	61705	driver.heartbeat	alive reads=1046 t=269.9
17:42:49.319	63013	driver.heartbeat	alive reads=1141 t=274.9
17:42:54.319	64388	driver.heartbeat	alive reads=1236 t=279.9
17:42:59.320	65682	driver.heartbeat	alive reads=1331 t=284.9
17:43:04.326	66846	driver.heartbeat	alive reads=1427 t=289.9
17:43:09.327	68247	driver.heartbeat	alive reads=1522 t=294.9
17:43:14.329	69516	driver.heartbeat	alive reads=1619 t=299.9
17:43:19.331	70719	driver.heartbeat	alive reads=1715 t=304.9
17:43:24.331	72079	driver.heartbeat	alive reads=1811 t=309.9
17:43:29.334	73515	driver.heartbeat	alive reads=1907 t=314.9
17:43:34.335	75048	driver.heartbeat	alive reads=2003 t=319.9
17:43:39.338	76723	driver.heartbeat	alive reads=2101 t=324.9
17:43:44.338	78327	driver.heartbeat	alive reads=2197 t=329.9
17:43:49.338	79974	driver.heartbeat	alive reads=2294 t=334.9
17:43:54.341	81744	driver.heartbeat	alive reads=2392 t=339.9
17:43:59.346	83446	driver.heartbeat	alive reads=2489 t=344.9
17:44:04.349	84906	driver.heartbeat	alive reads=2585 t=349.9
17:44:09.349	86430	driver.heartbeat	alive reads=2679 t=354.9
17:44:14.350	88110	driver.heartbeat	alive reads=2776 t=359.9
17:44:19.352	89796	driver.heartbeat	alive reads=2873 t=364.9
17:44:24.357	91447	driver.heartbeat	alive reads=2970 t=369.9
17:44:29.358	92554	driver.heartbeat	alive reads=3052 t=374.9
17:44:34.360	94060	driver.heartbeat	alive reads=3149 t=379.9
17:44:39.361	95481	driver.heartbeat	alive reads=3245 t=384.9
17:44:41.728	95984	probe	uiTextCount=8
17:44:41.729	95984	probe.text	path=[UI]/Normal/TeamSelectPanel(Clone)/TeamMenu/joinTeam active=True value=SELECT TEAM
17:44:41.730	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/MapInfo/MapInfoText active=True value=Dust II - Bomb/Defuse\n*** GameHelper.com exclusive ***\nby DaveJ (http://www.johnsto.co.uk/)\ntextures by MacMan (MacManInfi@aol.com)\n\nCounter-Terrorists: Prevent Terrorists\nfrom bombing chemical weapon crates.\nTeam members must defuse any bombs\nthat threaten targeted areas.\n\nTerrorists: The Terrorist carrying the\nC4 must destroy one of the chemical\nweapon stashes.\n\nOther Notes: There are 2 chemical\nweapon stashes in the mission.
17:44:41.731	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/ctbutton/Label active=True value=2 CT FORCES
17:44:41.731	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/autobutton/Label active=True value=5 AUTO ASSIGN
17:44:41.731	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/vipbutton/Label active=True value=3 VIP
17:44:41.732	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/terbutton/Label active=True value=1 TERRORIST FORCES
17:44:41.732	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/CancelButton/Label active=True value=0 CANCEL
17:44:41.733	95984	probe.text	path=Normal/TeamSelectPanel(Clone)/TeamMenu/specbutton/Label active=True value=6 SPECTATE
17:44:43.925	96437	probe	buttonCount=6
17:44:43.927	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/CancelButton label=0 CANCEL active=True interactable=True
17:44:43.927	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/vipbutton label=3 VIP active=True interactable=True
17:44:43.928	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/ctbutton label=2 CT FORCES active=True interactable=True
17:44:43.929	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/specbutton label=6 SPECTATE active=True interactable=True
17:44:43.929	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/terbutton label=1 TERRORIST FORCES active=True interactable=True
17:44:43.930	96437	probe.btn	path=Normal/TeamSelectPanel(Clone)/TeamMenu/autobutton label=5 AUTO ASSIGN active=True interactable=True
17:44:44.363	96542	driver.heartbeat	alive reads=3328 t=389.9
17:44:49.364	97838	driver.heartbeat	alive reads=3422 t=394.9
17:44:54.367	99314	driver.heartbeat	alive reads=3519 t=399.9
17:44:59.368	100817	driver.heartbeat	alive reads=3615 t=404.9
17:45:04.374	102323	driver.heartbeat	alive reads=3712 t=409.9
17:45:09.376	103313	driver.heartbeat	alive reads=3787 t=414.9
17:45:14.377	104533	driver.heartbeat	alive reads=3878 t=419.9
17:45:19.378	105648	driver.heartbeat	alive reads=3971 t=424.9
17:45:24.380	107044	driver.heartbeat	alive reads=4068 t=429.9
17:45:29.383	108136	driver.heartbeat	alive reads=4162 t=434.9
17:45:34.385	109126	driver.heartbeat	alive reads=4257 t=439.9
17:45:39.398	110146	driver.heartbeat	alive reads=4352 t=445.0
17:45:44.400	111062	driver.heartbeat	alive reads=4447 t=450.0
17:45:49.400	112040	driver.heartbeat	alive reads=4531 t=455.0
17:45:54.405	113381	driver.heartbeat	alive reads=4627 t=460.0
17:45:55.933	113694	snap	running=True paused=False phase=RoundEnd round=6
17:45:55.937	113694	snap.actor	id=1 bot=False team=CT alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False walk=False hp=100 anim=player_CT_gsg9_idle1@11.17 w=1.00
17:45:55.940	113694	snap.view	id=1 shown=True local=True proxies=4 smr=3 renderersOn=0 animator=True ctrl=True ctrlName=player_CT_gsg9 speed=1.00 clip=player_CT_gsg9_idle1@11.167 stateSpeed=1.000 rootScale=1.000 bodyScale=1.0000
17:45:59.405	114596	driver.heartbeat	alive reads=4719 t=465.0
17:46:04.407	115993	driver.heartbeat	alive reads=4816 t=470.0
17:46:09.408	117412	driver.heartbeat	alive reads=4912 t=475.0
17:46:14.409	118653	driver.heartbeat	alive reads=5008 t=480.0
17:46:19.413	119793	driver.heartbeat	alive reads=5104 t=485.0
17:46:20.800	120105	driver.state	reload kv=4 poses=0
17:46:20.800	120105	note	WALK-M 中门：起点(6.0,8.0) 朝 +Z（yaw=0）持续前进
17:46:24.414	120879	driver.heartbeat	alive reads=5199 t=490.0
17:46:29.413	121886	driver.heartbeat	alive reads=5289 t=495.0
17:46:34.415	123027	driver.heartbeat	alive reads=5384 t=500.0
17:46:39.416	124078	driver.heartbeat	alive reads=5479 t=505.0
17:46:44.131	125021	driver.awake	Cs16Driver 已挂载（order -150）
17:46:44.136	125022	driver.heartbeat	alive reads=0 t=509.7
17:46:44.138	125022	driver.state	reload kv=4 poses=0
17:46:44.140	125022	note	WALK-M 中门：起点(6.0,8.0) 朝 +Z（yaw=0）持续前进
17:46:44.142	125022	teleport	local -> 6.00,8.00
17:46:44.143	125022	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:44.342	125062	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:44.550	125110	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:44.758	125158	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:44.966	125205	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:45.178	125253	track	phase=RoundEnd round=11 alive=True pos=6.00,-3.20,8.00 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:45.382	125295	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:45.590	125334	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:45.802	125382	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:46.009	125428	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:46.219	125475	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:46.427	125528	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:46.632	125585	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:46.839	125645	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:47.046	125701	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:47.258	125754	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:47.467	125803	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:47.678	125860	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:47.882	125918	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:48.092	125974	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:48.302	126026	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:48.509	126075	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:48.714	126129	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:48.924	126181	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:49.136	126238	track	phase=Freeze round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:49.140	126239	driver.heartbeat	alive reads=97 t=514.7
17:46:49.351	126294	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:49.562	126342	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:49.774	126386	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:49.981	126437	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:50.189	126486	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:50.400	126536	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:50.611	126580	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:50.822	126630	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:51.030	126686	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:51.234	126740	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:51.453	126779	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:51.660	126832	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:51.871	126880	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:52.081	126926	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:52.296	126973	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:52.508	127015	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:52.714	127061	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:52.919	127109	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:53.128	127154	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:53.331	127201	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:53.539	127244	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:53.745	127291	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:53.957	127350	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:54.143	127393	driver.heartbeat	alive reads=192 t=519.7
17:46:54.164	127394	track	phase=RoundEnd round=12 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:54.383	127435	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:54.591	127482	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:54.798	127530	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:55.008	127579	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:55.216	127627	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:55.427	127671	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:55.633	127711	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:55.849	127747	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:56.057	127790	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:56.270	127831	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:56.478	127864	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:56.689	127906	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
17:46:56.896	127953	track	phase=Freeze round=13 alive=True pos=18.50,-3.25,34.50 vel=0.00,0.00,0.00 ground=True crouch=False
